trial #,trial cups,trial moves,cup speed,Correct/Incorrect,time to response,
1,2,1,0.75,Incorrect,12.631545,
1,2,1,0.75,Incorrect,12.648003,
1,2,1,0.75,Incorrect,12.665111,
1,2,1,0.75,Incorrect,12.681688,
1,2,1,0.75,Incorrect,12.698675,
1,2,1,0.75,Incorrect,12.715653,
1,2,1,0.75,Incorrect,12.73211,
1,2,1,0.75,Incorrect,12.749359,
1,2,1,0.75,Incorrect,12.76619,
1,2,1,0.75,Incorrect,12.782919,
1,2,1,0.75,Incorrect,12.801038,
1,2,1,0.75,Incorrect,12.81838,
1,2,1,0.75,Incorrect,12.835367,
1,2,1,0.75,Incorrect,12.851691,
1,2,1,0.75,Incorrect,12.868338,
1,2,1,0.75,Incorrect,12.885412,
1,2,1,0.75,Incorrect,12.902219,
1,2,1,0.75,Incorrect,12.918583,
1,2,1,0.75,Incorrect,12.936536,
1,2,1,0.75,Incorrect,12.953863,
1,2,1,0.75,Incorrect,12.970759,
1,2,1,0.75,Incorrect,12.987464,
1,2,1,0.75,Incorrect,13.005246,
1,2,1,0.75,Incorrect,13.022733,
1,2,1,0.75,Incorrect,13.039039,
1,2,1,0.75,Incorrect,13.057121,
1,2,1,0.75,Incorrect,13.073863,
1,2,1,0.75,Incorrect,13.091456,
1,2,1,0.75,Incorrect,13.108058,
1,2,1,0.75,Incorrect,13.125124,
1,2,1,0.75,Incorrect,13.14222,
1,2,1,0.75,Incorrect,13.158667,
1,2,1,0.75,Incorrect,13.176512,
1,2,1,0.75,Incorrect,13.192948,
1,2,1,0.75,Incorrect,13.209675,
1,2,1,0.75,Incorrect,13.227131,
1,2,1,0.75,Incorrect,13.244094,
1,2,1,0.75,Incorrect,13.260942,
1,2,1,0.75,Incorrect,13.278128,
1,2,1,0.75,Incorrect,13.294488,
1,2,1,0.75,Incorrect,13.312174,
1,2,1,0.75,Incorrect,13.330638,
1,2,1,0.75,Incorrect,13.346387,
1,2,1,0.75,Incorrect,13.364215,
1,2,1,0.75,Incorrect,13.381277,
1,2,1,0.75,Incorrect,13.398191,
1,2,1,0.75,Incorrect,13.414782,
1,2,1,0.75,Incorrect,13.431383,
1,2,1,0.75,Incorrect,13.449044,
1,2,1,0.75,Incorrect,13.465558,
1,2,1,0.75,Incorrect,13.482693,
1,2,1,0.75,Incorrect,13.499545,
1,2,1,0.75,Incorrect,13.516709,
1,2,1,0.75,Incorrect,13.533842,
1,2,1,0.75,Incorrect,13.550479,
1,2,1,0.75,Incorrect,13.56797,
1,2,1,0.75,Incorrect,13.584439,
1,2,1,0.75,Incorrect,13.601037,
1,2,1,0.75,Incorrect,13.618022,
1,2,1,0.75,Incorrect,13.635342,
1,2,1,0.75,Incorrect,13.651811,
1,2,1,0.75,Incorrect,13.668558,
1,2,1,0.75,Incorrect,13.685725,
1,2,1,0.75,Incorrect,13.702689,
1,2,1,0.75,Incorrect,13.719435,
1,2,1,0.75,Incorrect,13.736041,
1,2,1,0.75,Incorrect,13.752737,
1,2,1,0.75,Incorrect,13.769879,
1,2,1,0.75,Incorrect,13.786402,
1,2,1,0.75,Incorrect,13.803191,
1,2,1,0.75,Incorrect,13.820157,
1,2,1,0.75,Incorrect,13.836195,
1,2,1,0.75,Incorrect,13.85311,
1,2,1,0.75,Incorrect,13.869622,
1,2,1,0.75,Incorrect,13.88675,
1,2,1,0.75,Incorrect,13.903702,
1,2,1,0.75,Incorrect,13.920836,
1,2,1,0.75,Incorrect,13.937715,
1,2,1,0.75,Incorrect,13.954539,
1,2,1,0.75,Incorrect,13.971303,
1,2,1,0.75,Incorrect,13.988194,
1,2,1,0.75,Incorrect,14.005203,
1,2,1,0.75,Incorrect,14.022548,
1,2,1,0.75,Incorrect,14.03927,
1,2,1,0.75,Incorrect,14.05684,
1,2,1,0.75,Incorrect,14.073367,
1,2,1,0.75,Incorrect,14.09011,
1,2,1,0.75,Incorrect,14.106669,
1,2,1,0.75,Incorrect,14.123573,
1,2,1,0.75,Incorrect,14.140586,
1,2,1,0.75,Incorrect,14.157065,
1,2,1,0.75,Incorrect,14.174242,
1,2,1,0.75,Incorrect,14.191356,
1,2,1,0.75,Incorrect,14.208265,
1,2,1,0.75,Incorrect,14.22506,
1,2,1,0.75,Incorrect,14.242136,
1,2,1,0.75,Incorrect,14.258864,
1,2,1,0.75,Incorrect,14.277981,
1,2,1,0.75,Incorrect,14.294893,
1,2,1,0.75,Incorrect,14.311522,
1,2,1,0.75,Incorrect,14.328516,
1,2,1,0.75,Incorrect,14.345302,
1,2,1,0.75,Incorrect,14.362867,
1,2,1,0.75,Incorrect,14.379698,
1,2,1,0.75,Incorrect,14.396822,
1,2,1,0.75,Incorrect,14.413858,
1,2,1,0.75,Incorrect,14.431416,
1,2,1,0.75,Incorrect,14.447946,
1,2,1,0.75,Incorrect,14.464932,
1,2,1,0.75,Incorrect,14.481546,
1,2,1,0.75,Incorrect,14.498947,
1,2,1,0.75,Incorrect,14.515868,
1,2,1,0.75,Incorrect,14.532448,
1,2,1,0.75,Incorrect,14.549626,
1,2,1,0.75,Incorrect,14.566507,
1,2,1,0.75,Incorrect,14.583338,
1,2,1,0.75,Incorrect,14.599989,
1,2,1,0.75,Incorrect,14.616844,
1,2,1,0.75,Incorrect,14.633722,
1,2,1,0.75,Incorrect,14.6505,
1,2,1,0.75,Incorrect,14.667224,
1,2,1,0.75,Incorrect,14.68447,
1,2,1,0.75,Incorrect,14.701109,
1,2,1,0.75,Incorrect,14.718427,
1,2,1,0.75,Incorrect,14.735146,
1,2,1,0.75,Incorrect,14.752301,
1,2,1,0.75,Incorrect,14.76894,
1,2,1,0.75,Incorrect,14.787033,
1,2,1,0.75,Incorrect,14.803549,
1,2,1,0.75,Incorrect,14.820963,
1,2,1,0.75,Incorrect,14.838322,
1,2,1,0.75,Incorrect,14.854825,
1,2,1,0.75,Incorrect,14.8717,
1,2,1,0.75,Incorrect,14.888772,
1,2,1,0.75,Incorrect,14.905566,
1,2,1,0.75,Incorrect,14.923065,
1,2,1,0.75,Incorrect,14.939153,
1,2,1,0.75,Incorrect,14.95611,
1,2,1,0.75,Incorrect,14.972875,
1,2,1,0.75,Incorrect,14.990236,
1,2,1,0.75,Incorrect,15.00712,
1,2,1,0.75,Incorrect,15.023921,
1,2,1,0.75,Incorrect,15.040618,
1,2,1,0.75,Incorrect,15.05748,
1,2,1,0.75,Incorrect,15.074389,
1,2,1,0.75,Incorrect,15.091409,
1,2,1,0.75,Incorrect,15.108283,
1,2,1,0.75,Incorrect,15.125255,
1,2,1,0.75,Incorrect,15.142425,
1,2,1,0.75,Incorrect,15.159336,
1,2,1,0.75,Incorrect,15.17597,
1,2,1,0.75,Incorrect,15.192479,
1,2,1,0.75,Incorrect,15.209685,
1,2,1,0.75,Incorrect,15.226437,
1,2,1,0.75,Incorrect,15.243499,
1,2,1,0.75,Incorrect,15.260512,
1,2,1,0.75,Incorrect,15.277075,
1,2,1,0.75,Incorrect,15.294114,
1,2,1,0.75,Incorrect,15.310809,
1,2,1,0.75,Incorrect,15.327485,
1,2,1,0.75,Incorrect,15.344483,
1,2,1,0.75,Incorrect,15.361016,
1,2,1,0.75,Incorrect,15.37788,
1,2,1,0.75,Incorrect,15.395127,
1,2,1,0.75,Incorrect,15.411598,
1,2,1,0.75,Incorrect,15.429003,
1,2,1,0.75,Incorrect,15.445102,
1,2,1,0.75,Incorrect,15.461978,
1,2,1,0.75,Incorrect,15.478744,
1,2,1,0.75,Incorrect,15.495976,
1,2,1,0.75,Incorrect,15.512437,
1,2,1,0.75,Incorrect,15.529804,
1,2,1,0.75,Incorrect,15.547248,
1,2,1,0.75,Incorrect,15.563846,
1,2,1,0.75,Incorrect,15.5805,
1,2,1,0.75,Incorrect,15.597157,
1,2,1,0.75,Incorrect,15.614549,
1,2,1,0.75,Incorrect,15.630954,
1,2,1,0.75,Incorrect,15.647679,
1,2,1,0.75,Incorrect,15.664839,
1,2,1,0.75,Incorrect,15.681385,
1,2,1,0.75,Incorrect,15.69799,
1,2,1,0.75,Incorrect,15.71653,
1,2,1,0.75,Incorrect,15.734211,
1,2,1,0.75,Incorrect,15.750871,
1,2,1,0.75,Incorrect,15.768696,
1,2,1,0.75,Incorrect,15.785485,
1,2,1,0.75,Incorrect,15.802134,
1,2,1,0.75,Incorrect,15.819139,
1,2,1,0.75,Incorrect,15.835776,
1,2,1,0.75,Incorrect,15.852742,
1,2,1,0.75,Incorrect,15.869239,
1,2,1,0.75,Incorrect,15.886325,
1,2,1,0.75,Incorrect,15.903149,
1,2,1,0.75,Incorrect,15.920621,
1,2,1,0.75,Incorrect,15.936867,
1,2,1,0.75,Incorrect,15.953445,
1,2,1,0.75,Incorrect,15.97063,
1,2,1,0.75,Incorrect,15.98828,
1,2,1,0.75,Incorrect,16.00455,
1,2,1,0.75,Incorrect,16.021278,
1,2,1,0.75,Incorrect,16.038422,
1,2,1,0.75,Incorrect,16.055395,
1,2,1,0.75,Incorrect,16.071891,
1,2,1,0.75,Incorrect,16.088664,
1,2,1,0.75,Incorrect,16.105682,
1,2,1,0.75,Incorrect,16.122722,
1,2,1,0.75,Incorrect,16.139418,
1,2,1,0.75,Incorrect,16.156647,
1,2,1,0.75,Incorrect,16.17351,
1,2,1,0.75,Incorrect,16.190026,
1,2,1,0.75,Incorrect,16.207216,
1,2,1,0.75,Incorrect,16.223984,
1,2,1,0.75,Incorrect,16.241459,
1,2,1,0.75,Incorrect,16.257935,
1,2,1,0.75,Incorrect,16.274561,
1,2,1,0.75,Incorrect,16.291348,
1,2,1,0.75,Incorrect,16.308548,
1,2,1,0.75,Incorrect,16.325345,
1,2,1,0.75,Incorrect,16.342295,
1,2,1,0.75,Incorrect,16.359508,
1,2,1,0.75,Incorrect,16.376063,
1,2,1,0.75,Incorrect,16.392901,
1,2,1,0.75,Incorrect,16.409413,
1,2,1,0.75,Incorrect,16.426274,
1,2,1,0.75,Incorrect,16.444041,
1,2,1,0.75,Incorrect,16.460557,
1,2,1,0.75,Incorrect,16.477955,
1,2,1,0.75,Incorrect,16.494546,
1,2,1,0.75,Incorrect,16.511192,
1,2,1,0.75,Incorrect,16.528835,
1,2,1,0.75,Incorrect,16.544539,
1,2,1,0.75,Incorrect,16.561404,
1,2,1,0.75,Incorrect,16.578783,
1,2,1,0.75,Incorrect,16.595831,
1,2,1,0.75,Incorrect,16.613101,
1,2,1,0.75,Incorrect,16.629862,
1,2,1,0.75,Incorrect,16.647041,
1,2,1,0.75,Incorrect,16.664198,
1,2,1,0.75,Incorrect,16.681029,
1,2,1,0.75,Incorrect,16.697776,
1,2,1,0.75,Incorrect,16.714965,
1,2,1,0.75,Incorrect,16.732123,
1,2,1,0.75,Incorrect,16.749347,
1,2,1,0.75,Incorrect,16.766278,
1,2,1,0.75,Incorrect,16.78299,
1,2,1,0.75,Incorrect,16.799672,
1,2,1,0.75,Incorrect,16.81666,
1,2,1,0.75,Incorrect,16.833426,
1,2,1,0.75,Incorrect,16.850478,
1,2,1,0.75,Incorrect,16.868109,
1,2,1,0.75,Incorrect,16.885377,
1,2,1,0.75,Incorrect,16.902598,
1,2,1,0.75,Incorrect,16.919281,
1,2,1,0.75,Incorrect,16.936197,
1,2,1,0.75,Incorrect,16.955166,
1,2,1,0.75,Incorrect,16.972878,
1,2,1,0.75,Incorrect,16.990197,
1,2,1,0.75,Incorrect,17.006717,
1,2,1,0.75,Incorrect,17.023863,
1,2,1,0.75,Incorrect,17.040711,
1,2,1,0.75,Incorrect,17.058013,
1,2,1,0.75,Incorrect,17.074426,
1,2,1,0.75,Incorrect,17.091542,
1,2,1,0.75,Incorrect,17.108759,
1,2,1,0.75,Incorrect,17.126001,
1,2,1,0.75,Incorrect,17.142914,
1,2,1,0.75,Incorrect,17.160205,
1,2,1,0.75,Incorrect,17.177209,
1,2,1,0.75,Incorrect,17.193882,
1,2,1,0.75,Incorrect,17.210976,
1,2,1,0.75,Incorrect,17.227368,
1,2,1,0.75,Incorrect,17.244732,
1,2,1,0.75,Incorrect,17.261241,
1,2,1,0.75,Incorrect,17.278215,
1,2,1,0.75,Incorrect,17.29586,
1,2,1,0.75,Incorrect,17.313011,
1,2,1,0.75,Incorrect,17.3308,
1,2,1,0.75,Incorrect,17.346673,
1,2,1,0.75,Incorrect,17.363547,
1,2,1,0.75,Incorrect,17.380612,
1,2,1,0.75,Incorrect,17.39769,
1,2,1,0.75,Incorrect,17.414993,
1,2,1,0.75,Incorrect,17.431755,
1,2,1,0.75,Incorrect,17.448324,
1,2,1,0.75,Incorrect,17.465159,
1,2,1,0.75,Incorrect,17.482669,
1,2,1,0.75,Incorrect,17.499017,
1,2,1,0.75,Incorrect,17.515809,
1,2,1,0.75,Incorrect,17.532467,
1,2,1,0.75,Incorrect,17.54956,
1,2,1,0.75,Incorrect,17.56648,
1,2,1,0.75,Incorrect,17.583174,
1,2,1,0.75,Incorrect,17.600171,
1,2,1,0.75,Incorrect,17.616968,
1,2,1,0.75,Incorrect,17.633877,
1,2,1,0.75,Incorrect,17.65106,
1,2,1,0.75,Incorrect,17.667489,
1,2,1,0.75,Incorrect,17.684646,
1,2,1,0.75,Incorrect,17.701484,
1,2,1,0.75,Incorrect,17.71876,
1,2,1,0.75,Incorrect,17.735496,
1,2,1,0.75,Incorrect,17.752251,
1,2,1,0.75,Incorrect,17.769794,
1,2,1,0.75,Incorrect,17.786985,
1,2,1,0.75,Incorrect,17.803919,
1,2,1,0.75,Incorrect,17.820877,
1,2,1,0.75,Incorrect,17.83752,
1,2,1,0.75,Incorrect,17.855135,
1,2,1,0.75,Incorrect,17.87148,
1,2,1,0.75,Incorrect,17.888608,
1,2,1,0.75,Incorrect,17.90528,
1,2,1,0.75,Incorrect,17.922925,
1,2,1,0.75,Incorrect,17.939493,
1,2,1,0.75,Incorrect,17.956186,
1,2,1,0.75,Incorrect,17.972923,
1,2,1,0.75,Incorrect,17.989726,
1,2,1,0.75,Incorrect,18.006872,
1,2,1,0.75,Incorrect,18.023717,
1,2,1,0.75,Incorrect,18.04035,
1,2,1,0.75,Incorrect,18.057389,
1,2,1,0.75,Incorrect,18.074597,
1,2,1,0.75,Incorrect,18.091588,
1,2,1,0.75,Incorrect,18.107829,
1,2,1,0.75,Incorrect,18.125325,
1,2,1,0.75,Incorrect,18.141993,
1,2,1,0.75,Incorrect,18.162822,
1,2,1,0.75,Incorrect,18.177612,
1,2,1,0.75,Incorrect,18.194427,
1,2,1,0.75,Incorrect,18.211495,
1,2,1,0.75,Incorrect,18.22837,
1,2,1,0.75,Incorrect,18.245406,
1,2,1,0.75,Incorrect,18.262294,
1,2,1,0.75,Incorrect,18.278823,
1,2,1,0.75,Incorrect,18.29543,
1,2,1,0.75,Incorrect,18.312677,
1,2,1,0.75,Incorrect,18.329651,
1,2,1,0.75,Incorrect,18.346407,
1,2,1,0.75,Incorrect,18.363737,
1,2,1,0.75,Incorrect,18.380984,
1,2,1,0.75,Incorrect,18.397643,
1,2,1,0.75,Incorrect,18.414343,
1,2,1,0.75,Incorrect,18.431355,
1,2,1,0.75,Incorrect,18.448495,
1,2,1,0.75,Incorrect,18.464686,
1,2,1,0.75,Incorrect,18.481551,
1,2,1,0.75,Incorrect,18.499054,
1,2,1,0.75,Incorrect,18.515993,
1,2,1,0.75,Incorrect,18.533286,
1,2,1,0.75,Incorrect,18.549992,
1,2,1,0.75,Incorrect,18.566923,
1,2,1,0.75,Incorrect,18.584651,
1,2,1,0.75,Incorrect,18.601323,
1,2,1,0.75,Incorrect,18.618373,
1,2,1,0.75,Incorrect,18.635038,
1,2,1,0.75,Incorrect,18.651916,
1,2,1,0.75,Incorrect,18.669928,
1,2,1,0.75,Incorrect,18.685789,
1,2,1,0.75,Incorrect,18.702812,
1,2,1,0.75,Incorrect,18.719479,
1,2,1,0.75,Incorrect,18.736346,
1,2,1,0.75,Incorrect,18.752903,
1,2,1,0.75,Incorrect,18.770198,
1,2,1,0.75,Incorrect,18.7867,
1,2,1,0.75,Incorrect,18.804196,
1,2,1,0.75,Incorrect,18.820767,
1,2,1,0.75,Incorrect,18.837281,
1,2,1,0.75,Incorrect,18.854692,
1,2,1,0.75,Incorrect,18.871988,
1,2,1,0.75,Incorrect,18.888701,
1,2,1,0.75,Incorrect,18.905227,
1,2,1,0.75,Incorrect,18.922507,
1,2,1,0.75,Incorrect,18.939654,
1,2,1,0.75,Incorrect,18.955943,
1,2,1,0.75,Incorrect,18.97264,
1,2,1,0.75,Incorrect,18.990005,
1,2,1,0.75,Incorrect,19.006716,
1,2,1,0.75,Incorrect,19.023751,
1,2,1,0.75,Incorrect,19.04037,
1,2,1,0.75,Incorrect,19.057251,
1,2,1,0.75,Incorrect,19.073844,
1,2,1,0.75,Incorrect,19.090427,
1,2,1,0.75,Incorrect,19.107787,
1,2,1,0.75,Incorrect,19.124453,
1,2,1,0.75,Incorrect,19.141446,
1,2,1,0.75,Incorrect,19.158172,
1,2,1,0.75,Incorrect,19.175222,
1,2,1,0.75,Incorrect,19.191852,
1,2,1,0.75,Incorrect,19.208951,
1,2,1,0.75,Incorrect,19.225767,
1,2,1,0.75,Incorrect,19.242644,
1,2,1,0.75,Incorrect,19.260288,
1,2,1,0.75,Incorrect,19.276875,
1,2,1,0.75,Incorrect,19.293618,
1,2,1,0.75,Incorrect,19.310188,
1,2,1,0.75,Incorrect,19.32749,
1,2,1,0.75,Incorrect,19.34443,
1,2,1,0.75,Incorrect,19.361401,
1,2,1,0.75,Incorrect,19.3789,
1,2,1,0.75,Incorrect,19.395703,
1,2,1,0.75,Incorrect,19.412453,
1,2,1,0.75,Incorrect,19.429278,
1,2,1,0.75,Incorrect,19.446858,
1,2,1,0.75,Incorrect,19.463534,
1,2,1,0.75,Incorrect,19.480054,
1,2,1,0.75,Incorrect,19.497621,
1,2,1,0.75,Incorrect,19.514687,
1,2,1,0.75,Incorrect,19.531475,
1,2,1,0.75,Incorrect,19.548457,
1,2,1,0.75,Incorrect,19.565344,
1,2,1,0.75,Incorrect,19.582135,
1,2,1,0.75,Incorrect,19.599474,
1,2,1,0.75,Incorrect,19.615966,
1,2,1,0.75,Incorrect,19.63282,
1,2,1,0.75,Incorrect,19.650383,
1,2,1,0.75,Incorrect,19.667533,
1,2,1,0.75,Incorrect,19.684375,
1,2,1,0.75,Incorrect,19.701247,
1,2,1,0.75,Incorrect,19.717887,
1,2,1,0.75,Incorrect,19.735282,
1,2,1,0.75,Incorrect,19.752754,
1,2,1,0.75,Incorrect,19.768984,
1,2,1,0.75,Incorrect,19.786311,
1,2,1,0.75,Incorrect,19.803278,
1,2,1,0.75,Incorrect,19.82029,
1,2,1,0.75,Incorrect,19.836977,
1,2,1,0.75,Incorrect,19.854055,
1,2,1,0.75,Incorrect,19.870785,
1,2,1,0.75,Incorrect,19.887445,
1,2,1,0.75,Incorrect,19.904162,
1,2,1,0.75,Incorrect,19.921699,
1,2,1,0.75,Incorrect,19.9386,
1,2,1,0.75,Incorrect,19.95582,
1,2,1,0.75,Incorrect,19.972692,
1,2,1,0.75,Incorrect,19.989332,
1,2,1,0.75,Incorrect,20.006645,
1,2,1,0.75,Incorrect,20.023368,
1,2,1,0.75,Incorrect,20.040455,
1,2,1,0.75,Incorrect,20.05786,
1,2,1,0.75,Incorrect,20.075079,
1,2,1,0.75,Incorrect,20.092056,
1,2,1,0.75,Incorrect,20.109118,
1,2,1,0.75,Incorrect,20.125889,
1,2,1,0.75,Incorrect,20.142652,
1,2,1,0.75,Incorrect,20.159201,
1,2,1,0.75,Incorrect,20.176553,
1,2,1,0.75,Incorrect,20.193078,
1,2,1,0.75,Incorrect,20.210236,
1,2,1,0.75,Incorrect,20.226842,
1,2,1,0.75,Incorrect,20.244111,
1,2,1,0.75,Incorrect,20.261322,
1,2,1,0.75,Incorrect,20.277668,
1,2,1,0.75,Incorrect,20.295105,
1,2,1,0.75,Incorrect,20.311795,
1,2,1,0.75,Incorrect,20.328951,
1,2,1,0.75,Incorrect,20.345937,
1,2,1,0.75,Incorrect,20.363467,
1,2,1,0.75,Incorrect,20.380556,
1,2,1,0.75,Incorrect,20.397083,
1,2,1,0.75,Incorrect,20.414281,
1,2,1,0.75,Incorrect,20.431434,
1,2,1,0.75,Incorrect,20.44772,
1,2,1,0.75,Incorrect,20.4645,
1,2,1,0.75,Incorrect,20.481613,
1,2,1,0.75,Incorrect,20.499233,
1,2,1,0.75,Incorrect,20.515862,
1,2,1,0.75,Incorrect,20.532751,
1,2,1,0.75,Incorrect,20.549948,
1,2,1,0.75,Incorrect,20.568265,
1,2,1,0.75,Incorrect,20.58539,
1,2,1,0.75,Incorrect,20.602536,
1,2,1,0.75,Incorrect,20.619425,
1,2,1,0.75,Incorrect,20.63615,
1,2,1,0.75,Incorrect,20.653345,
1,2,1,0.75,Incorrect,20.670242,
1,2,1,0.75,Incorrect,20.687098,
1,2,1,0.75,Incorrect,20.703544,
1,2,1,0.75,Incorrect,20.720562,
1,2,1,0.75,Incorrect,20.737158,
1,2,1,0.75,Incorrect,20.754394,
1,2,1,0.75,Incorrect,20.771194,
1,2,1,0.75,Incorrect,20.788081,
1,2,1,0.75,Incorrect,20.805464,
1,2,1,0.75,Incorrect,20.821623,
1,2,1,0.75,Incorrect,20.838868,
1,2,1,0.75,Incorrect,20.855842,
1,2,1,0.75,Incorrect,20.872767,
1,2,1,0.75,Incorrect,20.889258,
1,2,1,0.75,Incorrect,20.906116,
1,2,1,0.75,Incorrect,20.922947,
1,2,1,0.75,Incorrect,20.940445,
1,2,1,0.75,Incorrect,20.95721,
1,2,1,0.75,Incorrect,20.973654,
1,2,1,0.75,Incorrect,20.991351,
1,2,1,0.75,Incorrect,21.008405,
1,2,1,0.75,Incorrect,21.025419,
1,2,1,0.75,Incorrect,21.042617,
1,2,1,0.75,Incorrect,21.05928,
1,2,1,0.75,Incorrect,21.076194,
1,2,1,0.75,Incorrect,21.092724,
1,2,1,0.75,Incorrect,21.109956,
1,2,1,0.75,Incorrect,21.12684,
1,2,1,0.75,Incorrect,21.143853,
1,2,1,0.75,Incorrect,21.16027,
1,2,1,0.75,Incorrect,21.17758,
1,2,1,0.75,Incorrect,21.19442,
1,2,1,0.75,Incorrect,21.211778,
1,2,1,0.75,Incorrect,21.228424,
1,2,1,0.75,Incorrect,21.245132,
1,2,1,0.75,Incorrect,21.262116,
1,2,1,0.75,Incorrect,21.279022,
1,2,1,0.75,Incorrect,21.296653,
1,2,1,0.75,Incorrect,21.313143,
1,2,1,0.75,Incorrect,21.330629,
1,2,1,0.75,Incorrect,21.347846,
1,2,1,0.75,Incorrect,21.364934,
1,2,1,0.75,Incorrect,21.381957,
1,2,1,0.75,Incorrect,21.399016,
1,2,1,0.75,Incorrect,21.415683,
1,2,1,0.75,Incorrect,21.432422,
1,2,1,0.75,Incorrect,21.449163,
1,2,1,0.75,Incorrect,21.466314,
1,2,1,0.75,Incorrect,21.483109,
1,2,1,0.75,Incorrect,21.500241,
1,2,1,0.75,Incorrect,21.517052,
1,2,1,0.75,Incorrect,21.533971,
1,2,1,0.75,Incorrect,21.550807,
1,2,1,0.75,Incorrect,21.56782,
1,2,1,0.75,Incorrect,21.584731,
1,2,1,0.75,Incorrect,21.60168,
1,2,1,0.75,Incorrect,21.618423,
1,2,1,0.75,Incorrect,21.635281,
1,2,1,0.75,Incorrect,21.65209,
1,2,1,0.75,Incorrect,21.669049,
1,2,1,0.75,Incorrect,21.686156,
1,2,1,0.75,Incorrect,21.702899,
1,2,1,0.75,Incorrect,21.720407,
1,2,1,0.75,Incorrect,21.737179,
1,2,1,0.75,Incorrect,21.754499,
1,2,1,0.75,Incorrect,21.774921,
1,2,1,0.75,Incorrect,21.792199,
1,2,1,0.75,Incorrect,21.809284,
1,2,1,0.75,Incorrect,21.826699,
1,2,1,0.75,Incorrect,21.843757,
1,2,1,0.75,Incorrect,21.860495,
1,2,1,0.75,Incorrect,21.877494,
1,2,1,0.75,Incorrect,21.894874,
1,2,1,0.75,Incorrect,21.911728,
1,2,1,0.75,Incorrect,21.928909,
1,2,1,0.75,Incorrect,21.946094,
1,2,1,0.75,Incorrect,21.962884,
1,2,1,0.75,Incorrect,21.980492,
1,2,1,0.75,Incorrect,21.997217,
1,2,1,0.75,Incorrect,22.014823,
1,2,1,0.75,Incorrect,22.030902,
1,2,1,0.75,Incorrect,22.047553,
1,2,1,0.75,Incorrect,22.065457,
1,2,1,0.75,Incorrect,22.083026,
1,2,1,0.75,Incorrect,22.099377,
1,2,1,0.75,Incorrect,22.117188,
1,2,1,0.75,Incorrect,22.134129,
1,2,1,0.75,Incorrect,22.150484,
1,2,1,0.75,Incorrect,22.167326,
1,2,1,0.75,Incorrect,22.184541,
1,2,1,0.75,Incorrect,22.201494,
1,2,1,0.75,Incorrect,22.218729,
1,2,1,0.75,Incorrect,22.235139,
1,2,1,0.75,Incorrect,22.252217,
1,2,1,0.75,Incorrect,22.268851,
1,2,1,0.75,Incorrect,22.286079,
1,2,1,0.75,Incorrect,22.302763,
1,2,1,0.75,Incorrect,22.319861,
1,2,1,0.75,Incorrect,22.337328,
1,2,1,0.75,Incorrect,22.353616,
1,2,1,0.75,Incorrect,22.37077,
1,2,1,0.75,Incorrect,22.387728,
1,2,1,0.75,Incorrect,22.405654,
1,2,1,0.75,Incorrect,22.421963,
1,2,1,0.75,Incorrect,22.438823,
1,2,1,0.75,Incorrect,22.456724,
1,2,1,0.75,Incorrect,22.473589,
1,2,1,0.75,Incorrect,22.489997,
1,2,1,0.75,Incorrect,22.507254,
1,2,1,0.75,Incorrect,22.523833,
1,2,1,0.75,Incorrect,22.540717,
1,2,1,0.75,Incorrect,22.557357,
1,2,1,0.75,Incorrect,22.574956,
1,2,1,0.75,Incorrect,22.592321,
1,2,1,0.75,Incorrect,22.609261,
1,2,1,0.75,Incorrect,22.626812,
1,2,1,0.75,Incorrect,22.643787,
1,2,1,0.75,Incorrect,22.660328,
1,2,1,0.75,Incorrect,22.677207,
1,2,1,0.75,Incorrect,22.693851,
1,2,1,0.75,Incorrect,22.712852,
1,2,1,0.75,Incorrect,22.72938,
1,2,1,0.75,Incorrect,22.746124,
1,2,1,0.75,Incorrect,22.762976,
1,2,1,0.75,Incorrect,22.780559,
1,2,1,0.75,Incorrect,22.797647,
1,2,1,0.75,Incorrect,22.814901,
1,2,1,0.75,Incorrect,22.833232,
1,2,1,0.75,Incorrect,22.849697,
1,2,1,0.75,Incorrect,22.8665,
1,2,1,0.75,Incorrect,22.883373,
1,2,1,0.75,Incorrect,22.900251,
1,2,1,0.75,Incorrect,22.917338,
1,2,1,0.75,Incorrect,22.933697,
1,2,1,0.75,Incorrect,22.950447,
1,2,1,0.75,Incorrect,22.967505,
1,2,1,0.75,Incorrect,22.9844,
1,2,1,0.75,Incorrect,23.001297,
1,2,1,0.75,Incorrect,23.018118,
1,2,1,0.75,Incorrect,23.035055,
1,2,1,0.75,Incorrect,23.051762,
1,2,1,0.75,Incorrect,23.069205,
1,2,1,0.75,Incorrect,23.086425,
1,2,1,0.75,Incorrect,23.103241,
1,2,1,0.75,Incorrect,23.119871,
1,2,1,0.75,Incorrect,23.136974,
1,2,1,0.75,Incorrect,23.154417,
1,2,1,0.75,Incorrect,23.170988,
1,2,1,0.75,Incorrect,23.187595,
1,2,1,0.75,Incorrect,23.204888,
1,2,1,0.75,Incorrect,23.221629,
1,2,1,0.75,Incorrect,23.238224,
1,2,1,0.75,Incorrect,23.255279,
1,2,1,0.75,Incorrect,23.271887,
1,2,1,0.75,Incorrect,23.288825,
1,2,1,0.75,Incorrect,23.305785,
1,2,1,0.75,Incorrect,23.32217,
1,2,1,0.75,Incorrect,23.339089,
1,2,1,0.75,Incorrect,23.356487,
1,2,1,0.75,Incorrect,23.373203,
