trial #,trial cups,trial moves,cup speed,Correct/Incorrect,time to response,
1,2,1,0.75,Correct,1.02474,
2,3,1,0.75,Correct,1.075509,
3,3,1,0.75,Correct,0.660298,

,,,,Percent Correct,Total Time
,,,,1,2.760547
