trial #,trial cups,trial moves,cup speed,Correct/Incorrect,time to response,
1,2,1,0.75,Incorrect,0.947624,
2,3,1,0.75,Correct,1.015641,
3,4,1,0.75,Incorrect,0.983244,

,,,,Percent Correct,Total Time
,,,2880 x 1800 @ 60Hz,33.3333333333333%,2.946509
