trial #,trial cups,trial moves,cup speed,Correct/Incorrect,time to response,
1,2,1,0.75,Correct,0.98384,
2,3,1,0.75,Incorrect,0.51911,
3,3,1,0.75,Correct,0.635142,

,,,,0.666666666666667,2.138092
