trial #,trial cups,trial moves,cup speed,Correct/Incorrect,time to response,
1,4,10,0.75,Incorrect,10.264392,

,,,Screen Resolution,Percent Correct,Total Time
,,,2880 x 1800 @ 60Hz,0%,10.264392
