trial #,trial cups,trial moves,cup speed,Correct/Incorrect,time to response,
1,2,1,0.75,Correct,0.8613852,
2,3,1,0.75,Incorrect,0.5990743,
3,4,1,0.75,Correct,0.7331278,
1,2,1,0.75,Correct,0.6950166,
2,3,1,0.75,Incorrect,0.8657152,
3,4,1,0.75,Incorrect,0.9459633,
