trial #,trial cups,trial moves,cup speed,Correct/Incorrect,time to response,
1,2,1,0.75,Incorrect,1.435584,
2,3,1,0.75,Incorrect,1.043101,
3,4,1,0.75,Incorrect,12.847401,
