trial #,trial cups,trial moves,cup speed,Correct/Incorrect,time to response,
1,2,1,0.75,Correct,1.480699,
2,3,1,0.75,Incorrect,0.52556,
3,3,1,0.75,Correct,0.431787,

,,,,0,2.438046
