trial #,trial cups,trial moves,cup speed,Correct/Incorrect,time to response,
1,2,10,1.25,Incorrect,1.213374,
2,3,1,0.75,Incorrect,3.966947,
3,2,10,1.25,Correct,1.422926,
4,2,10,1.25,Incorrect,1.63329,
5,2,10,1.25,Correct,1.524366,
6,2,10,1.25,Incorrect,1.676658,
7,2,10,1.25,Correct,1.792874,
